Species,Locality,Lat,Lon,Elevation(feet),Binary
T_infestans,Santiago del Estero Province ,-27.79104,-64.27344,618,1
T_infestans,San Miguel de Tucuman ,-26.80828,-65.21759,1540.7,1
T_infestans,Santa Fe Province ,-31.58551,-60.7238,73,1
T_infestans,Leales Department ,-27.1575,-65.00085,1102.4,1
T_infestans,Los Chaí±aritos ,-31.4,-63.33333,643,1
T_infestans,Rí_o Hondo ,-27.58468,-64.95344,899,1
T_infestans,Veterinaria el Bagual ,-27.8028,-64.28536,627.5,1
T_infestans,Bobadal ,-26.71667,-64.38333,866.2,1
T_infestans,Isca Yacu ,-27.02911,-64.61061,944.9,1
T_infestans,El Charco ,-27.23333,-64.7,975.9,1
T_infestans,Loma Blanca ,-30.66191,-66.20803,1478.1,1
T_infestans,Potosi Department ,-20.62471,-66.9988,12014.4,1
T_infestans,Tarija ,-21.52138,-64.7281,6195.4,1
T_infestans,Beni Department ,-14.37827,-65.09578,506.2,1
T_infestans,Nuestra Seí±ora de La Paz ,-16.48969,-68.11929,11909.5,1
T_infestans,Chuquisaca Department ,-20.02491,-64.14782,6089.7,1
T_infestans,Santa Cruz ,-16.7476,-62.0751,1206,1
T_infestans,Belgrano ,-29.40871,-66.85854,1669,1
T_infestans,Avenida íÅngel Peí±aloza ,-31.59484,-60.71207,63.1,1
T_infestans,Alberto Ocampo ,-29.16423,-67.49124,3639.6,1
T_infestans,San Martí_n ,-29.17332,-67.49612,3595.8,1
T_infestans,State of Mato Grosso do Sul ,-20.77223,-54.78515,1646.1,1
T_infestans,State of Rio Grande do Sul ,-30.03463,-51.2177,62.1,1
T_infestans,Concepcion ,-22.81193,-57.10132,420.7,1
T_infestans,San Pedro ,-24.19487,-56.56165,627.7,1
T_infestans,Cordillera ,-25.22895,-57.01117,399.6,1
T_infestans,Guaira ,-25.88109,-56.29294,1068.8,1
T_infestans,Caaguazu ,-25.22819,-56.025,989.1,1
T_infestans,Caazapa ,-26.22607,-56.025,389.3,1
T_infestans,Misiones ,-26.84335,-57.10132,370.7,1
T_infestans,Paraguari ,-26.17403,-57.10132,438.5,1
T_infestans,Central ,-25.56281,-57.50799,288.9,1
T_infestans,Presidente Hayes Department ,-23.35126,-58.73736,331.4,1
T_infestans,Alto Paraguay ,-20.08525,-59.47209,398.6,1
T_infestans,Chaco ,-25.28402,-57.63135,322.2,1
T_infestans,Nueva Asuncií_n ,-25.33438,-57.57794,482.7,1
T_infestans,Boquerí_n ,-25.28709,-57.61817,360.6,1
T_infestans,San Martí_n ,-32.57778,-65.675,3505.7,1
T_infestans,Ponto 58 ,0.52734,-76.50879,859.5,0
T_infestans,Ponto 59 ,3.11858,-74.9707,5684.6,0
T_infestans,Ponto 60 ,5.09094,-72.86133,4116,0
T_infestans,Ponto 61 ,5.17848,-71.14746,442,0
T_infestans,Ponto 62 ,7.75454,-68.51074,216.5,0
T_infestans,Ponto 63 ,8.27673,-66.26953,225.9,0
T_infestans,Ponto 64 ,5.04717,-70.44434,415,0
T_infestans,Ponto 65 ,4.12729,-72.55371,702.1,0
T_infestans,Ponto 66 ,6.79554,-68.68652,265.7,0
T_infestans,Ponto 67 ,1.75754,-75.36621,4968.9,0
T_lenti,State of Bahia ,-12.57974,-41.70073,2969.5,1
T_lenti,State of Goiíçs ,-15.82704,-49.83622,2282.4,1
T_lenti,Ponto 3 ,-3.86425,-66.88477,321.5,0
T_lenti,Ponto 4 ,-4.03962,-75.32227,465.5,0
T_lenti,Ponto 5 ,0.35156,-56.77734,830.1,0
T_lenti,Ponto 6 ,0.79099,-66.79687,373.9,0
T_lenti,Ponto 7 ,-0.70311,-53.96484,637.8,0
T_lenti,Ponto 8 ,-8.05923,-67.76367,480.2,0
T_lenti,Ponto 9 ,-6.83917,-75.76172,2120.3,0
T_lenti,Ponto 10 ,-39.57182,-63.28125,94.9,0
T_lenti,Ponto 11 ,-36.03133,-60.11719,186.5,0
T_lenti,Ponto 12 ,-28.22697,-60.20508,195.2,0
T_maculata,Aruba ,12.52111,-69.96834,217.1,1
T_maculata,State of Roraima ,2.7376,-62.0751,645.2,1
T_maculata,Bonaire ,12.20189,-68.26238,151.9,1
T_maculata,Curaí_ao ,12.16957,-68.99002,103.9,1
T_maculata,Atlantico ,10.69662,-74.8741,286.8,1
T_maculata,Cesar ,9.33729,-73.65362,86.8,1
T_maculata,La Guajira ,11.35477,-72.52048,246.5,1
T_maculata,Vichada ,4.42345,-69.28775,394.4,1
T_maculata,Santa Marta ,11.23311,-74.19292,48.3,1
T_maculata,Guiana Island ,17.12206,-61.73126,40,1
T_maculata,French Guiana ,3.93389,-53.12578,903.4,1
T_maculata,Suriname ,3.91931,-56.02778,546.6,1
T_maculata,Anzoategui ,8.59131,-63.95861,482.5,1
T_maculata,Apure ,6.92695,-68.52471,242.8,1
T_maculata,Aragua ,10.23132,-67.28479,1799.1,1
T_maculata,Barinas ,8.31368,-70.05031,393.4,1
T_maculata,Bolí_var ,6.35852,-63.58061,908.2,1
T_maculata,Carabobo ,10.11764,-68.04775,1514.4,1
T_maculata,Cojedes ,9.38167,-68.33393,291.8,1
T_maculata,Falcí_n ,11.18107,-69.85974,2284.4,1
T_maculata,Guíçrico ,8.74893,-66.23672,394,1
T_maculata,Lara ,10.15378,-69.85974,1583.1,1
T_maculata,Mí©rida ,8.56982,-71.1805,4469.3,1
T_maculata,Miranda ,10.25093,-66.42715,215.1,1
T_maculata,Monagas ,9.32417,-63.01476,99.3,1
T_maculata,Nueva Esparta ,10.99707,-63.91133,2848.9,1
T_maculata,Portuguesa ,9.0944,-69.09702,314,1
T_maculata,Sucre ,8.96667,-68.38333,220.2,1
T_maculata,Trujillo ,9.43025,-70.52649,1211.5,1
T_maculata,Vargas ,10.589,-66.73673,2331.4,1
T_maculata,Yaracuy ,10.41764,-68.7155,1337.9,1
T_maculata,Zulia ,9.96749,-72.52048,290,1
T_maculata,Ponto 33 ,-14.94478,-57.34863,646.9,0
T_maculata,Ponto 34 ,-17.18278,-59.19434,496.3,0
T_maculata,Ponto 35 ,-15.32657,-52.64648,2394.8,0
T_maculata,Ponto 36 ,-12.34,-52.25098,1145,0
T_maculata,Ponto 37 ,-15.53838,-64.33594,561,0
T_maculata,Ponto 38 ,-10.40138,-41.04492,1889.8,0
T_maculata,Ponto 39 ,-12.68321,-43.06641,2051.1,0
T_maculata,Ponto 40 ,-15.32657,-45.08789,2293.9,0
T_maculata,Ponto 41 ,-20.55051,-58.66699,314.5,0
T_maculata,Ponto 42 ,-17.81146,-50.00977,1622.8,0
T_matogrossensis,State of Mato Grosso ,-12.68187,-56.9211,1044,1
T_matogrossensis,State of Mato Grosso do Sul ,-20.77223,-54.78515,1646.1,1
T_matogrossensis,Sí£o Gabriel do Oeste ,-19.38729,-54.59305,2030.8,1
T_matogrossensis,Bahia ,-12.57974,-41.70073,2969.5,1
T_matogrossensis,Aquidauana ,-20.467,-55.78729,510.3,1
T_matogrossensis,Alegria ,-19.68333,-55.65,387.7,1
T_matogrossensis,Ponto 7 ,-9.88228,-69.21387,678.8,0
T_matogrossensis,Ponto 8 ,-7.1881,-67.32422,487,0
T_matogrossensis,Ponto 9 ,0.43945,-56.11816,672.6,0
T_matogrossensis,Ponto 10 ,-1.5379,-64.11621,209.4,0
T_matogrossensis,Ponto 11 ,-5.13471,-70.62012,324.8,0
T_matogrossensis,Ponto 12 ,-31.3161,-53.26172,1122,0
T_matogrossensis,Ponto 13 ,-30.67572,-58.75488,215.7,0
T_matogrossensis,Ponto 14 ,-29.34388,-56.07422,197.3,0
T_matogrossensis,Ponto 15 ,-28.92163,-60.68848,200.1,0
T_matogrossensis,Ponto 16 ,-28.76766,-50.625,2399.8,0
T_melanocephala,State of Bahia ,-12.57974,-41.70073,2969.5,1
T_melanocephala,State of Paraí_ba ,-7.23996,-36.78195,1794.8,1
T_melanocephala,State of Pernambuco ,-8.81372,-36.95411,1478.3,1
T_melanocephala,State of Rio Grande do Norte ,-5.40258,-36.95411,179,1
T_melanocephala,State of Sergipe ,-10.57409,-37.38566,791.8,1
T_melanocephala,Ponto 6 ,-6.83917,-62.79785,155,0
T_melanocephala,Ponto 7 ,-7.84162,-66.62109,423.8,0
T_melanocephala,Ponto 8 ,-4.69688,-58.53516,333.5,0
T_melanocephala,Ponto 9 ,-14.43468,-64.2041,570.9,0
T_melanocephala,Ponto 10 ,-12.68321,-67.32422,556.2,0
T_melanocephala,Ponto 11 ,-20.75611,-58.84277,324.8,0
T_melanocephala,Ponto 12 ,-0.3955,-53.78906,547.8,0
T_melanocephala,Ponto 13 ,-9.66574,-63.54492,359.3,0
T_melanocephala,Ponto 14 ,-12.12526,-63.06152,599.4,0
T_melanocephala,Ponto 15 ,-22.67485,-57.2168,637.8,0
T_neotomae,New Mexico ,34.51994,-105.87009,6291.7,1
T_neotomae,Arizona ,34.04893,-111.09373,5034.7,1
T_neotomae,Texas ,31.9686,-99.90181,1873.4,1
T_neotomae,California ,36.77826,-119.41793,475.2,1
T_neotomae,Nuevo Leí_n ,25.59217,-99.99619,1079.4,1
T_neotomae,Tamaulipas ,24.26694,-98.83628,730.9,1
T_neotomae,Ponto 7 ,46.95026,-107.44629,3281.5,0
T_neotomae,Ponto 8 ,47.60616,-95.1416,1394.7,0
T_neotomae,Ponto 9 ,49.75288,-106.61133,2349.1,0
T_neotomae,Ponto 10 ,41.54148,-79.80469,1314.8,0
T_neotomae,Ponto 11 ,41.07935,-86.04492,852.1,0
T_neotomae,Ponto 12 ,15.16758,-86.42944,3125.2,0
T_neotomae,Ponto 13 ,15.39014,-89.45068,13.1,0
T_neotomae,Ponto 14 ,14.24309,-89.84619,2972.4,0
T_neotomae,Ponto 15 ,14.34955,-88.74756,6869.6,0
T_neotomae,Ponto 16 ,15.19939,-88.03345,1622.7,0
T_nigromaculata,San Martin ,-7.24449,-76.82597,1109.5,1
T_nigromaculata,Aragua ,10.23132,-67.28479,1799.1,1
T_nigromaculata,Barinas ,8.31368,-70.05031,393.4,1
T_nigromaculata,Bolí_var ,6.35852,-63.58061,908.2,1
T_nigromaculata,Cojedes ,9.38167,-68.33393,291.8,1
T_nigromaculata,Lara ,10.15378,-69.85974,1583.1,1
T_nigromaculata,Mí©rida ,8.56982,-71.1805,4469.3,1
T_nigromaculata,Monagas ,9.32417,-63.01476,99.3,1
T_nigromaculata,Portuguesa ,9.0944,-69.09702,314,1
T_nigromaculata,Sucre ,8.96667,-68.38333,220.2,1
T_nigromaculata,Yaracuy ,10.41764,-68.7155,1337.9,1
T_nigromaculata,Delta Amacuro ,8.83159,-61.51805,33.9,1
T_nigromaculata,Capital District ,10.50044,-66.95115,3428.7,1
T_nigromaculata,Ponto 14 ,-8.38602,-56.09591,2066.8,0
T_nigromaculata,Ponto 15 ,-11.41542,-58.05176,922.5,0
T_nigromaculata,Ponto 16 ,-11.22151,-54.86572,1248.3,0
T_nigromaculata,Ponto 17 ,-8.92849,-51.81152,1275.3,0
T_nigromaculata,Ponto 18 ,-7.2317,-50.36133,1433,0
T_nigromaculata,Ponto 19 ,-12.55456,-53.6792,1115.8,0
T_nigromaculata,Ponto 20 ,-5.55038,-48.14209,340.1,0
T_nigromaculata,Ponto 21 ,-5.13471,-46.42822,1195.9,0
T_nigromaculata,Ponto 22 ,-15.53838,-61.06201,898.9,0
T_nigromaculata,Ponto 23 ,-17.11979,-56.9751,356,0
T_nitida,Costa Rica ,9.74892,-83.75343,4605.5,1
T_nitida,El Progreso ,14.89216,-90.03732,1485.4,1
T_nitida,Honduras ,15.2,-86.2419,2990.6,1
T_nitida,Yucatíçn ,20.70988,-89.09434,78.6,1
T_nitida,Ponto 5 ,30.52441,-102.12891,2740.7,0
T_nitida,Ponto 6 ,32.62087,-110.83008,4009,0
T_nitida,Ponto 7 ,32.91649,-94.83398,299.3,0
T_nitida,Ponto 8 ,37.50973,-107.66602,10293.3,0
T_nitida,Ponto 9 ,34.8138,-83.58398,2134.1,0
T_nitida,Ponto 10 ,38.27269,-119.88281,7900.7,0
T_nitida,Ponto 11 ,39.16414,-91.58203,768,0
T_nitida,Ponto 12 ,40.17887,-97.29492,1517.2,0
T_nitida,Ponto 13 ,40.31304,-85.42969,899.8,0
T_nitida,Ponto 14 ,42.09822,-106.61133,7982.2,0
T_patagonica,Chubut Province ,-43.29342,-65.11148,20.2,1
T_patagonica,Gaiman ,-43.2896,-65.49201,72,1
T_patagonica,Las Plumas ,-43.7146,-67.28028,715,1
T_patagonica,Lago Blanco ,-45.9382,-71.27095,1888.2,1
T_patagonica,Rí_o Negro ,-40.82614,-63.02663,13.1,1
T_patagonica,Rí_o Colorado ,-38.99096,-64.09578,269,1
T_patagonica,Neuquen ,-38.94587,-68.07309,1003.4,1
T_patagonica,Mendoza Province ,-32.88962,-68.85269,2559.2,1
T_patagonica,La Pampa Province ,-36.61476,-64.28392,583.6,1
T_patagonica,Buenos Aires Province ,-37.20173,-59.84107,787.6,1
T_patagonica,San Luis Province ,-33.2962,-66.32949,2414,1
T_patagonica,Santa Rosa del Conlara ,-32.34197,-65.20707,1938.3,1
T_patagonica,Juní_n Department ,-32.12989,-65.57079,1352.3,1
T_patagonica,Cordoba ,-31.43547,-64.2009,1385.7,1
T_patagonica,San Juan Province ,-31.52871,-68.53604,2126,1
T_patagonica,La Rioja Province ,-29.41938,-66.85599,1684.2,1
T_patagonica,Santiago del Estero Province ,-27.79104,-64.27344,618,1
T_patagonica,Catamarca Province ,-28.47159,-65.78772,1808.9,1
T_patagonica,Salta Province ,-24.79977,-65.41504,3871.8,1
T_patagonica,Santa Fe Province ,-31.58551,-60.7238,73,1
T_patagonica,9 de Julio ,-31.62768,-60.70374,63.1,1
T_patagonica,San Bernardo ,-30.86667,-60.55,135.6,1
T_patagonica,Entre Rios ,-31.77467,-60.49565,274.8,1
T_patagonica,Corrientes Province ,-27.50485,-58.78043,207,1
T_patagonica,Uruguay ,-32.52278,-55.76584,290.9,1
T_patagonica,Ponto 26 ,-7.9722,-66.66504,434.2,0
T_patagonica,Ponto 27 ,-0.30762,-54.75586,1279.4,0
T_patagonica,Ponto 28 ,-4.65308,-55.37109,803.3,0
T_patagonica,Ponto 29 ,-5.26601,-50.22949,654.3,0
T_patagonica,Ponto 30 ,-3.82041,-66.5332,304.3,0
T_patagonica,Ponto 31 ,-3.20633,-48.60352,300.4,0
T_patagonica,Ponto 32 ,-6.22793,-50.75684,718.2,0
T_patagonica,Ponto 33 ,-5.70345,-71.71875,582.4,0
T_patagonica,Ponto 34 ,-10.35815,-53.78906,1109.9,0
T_patagonica,Ponto 35 ,4.60928,-62.70996,1373.9,0
T_platensis,Argentina ,-38.4161,-63.61667,370.7,1
T_platensis,Paraguay ,-23.4425,-58.44383,306.4,1
T_platensis,Uruguay ,-32.52278,-55.76584,290.9,1
T_platensis,State of Rio Grande do Sul ,-30.03463,-51.2177,62.1,1
T_platensis,Ponto 5 ,-5.70345,-74.79492,366.6,0
T_platensis,Ponto 6 ,-7.01367,-67.5,410.1,0
T_platensis,Ponto 7 ,-1.66969,-65.56641,238.4,0
T_platensis,Ponto 8 ,0.61522,-56.68945,747.9,0
T_platensis,Ponto 9 ,-2.72358,-53.26172,567.6,0
T_platensis,Ponto 10 ,-7.44962,-60.29297,686.1,0
T_platensis,Ponto 11 ,-5.44102,-40.07812,1879.9,0
T_platensis,Ponto 12 ,-7.1881,-45.26367,1300.7,0
T_platensis,Ponto 13 ,-1.05463,-72.24609,573.6,0
T_platensis,Ponto 14 ,2.46018,-65.83008,535.9,0
T_protracta,Texas ,31.9685988,-99.9018131,,1
T_protracta,New Mexico ,34.5199402,-105.8700901,,1
T_protracta,Colorado ,39.5500507,-105.7820674,,1
T_protracta,Arizona ,34.0489281,-111.0937311,,1
T_protracta,California ,36.778261,-119.4179324,,1
T_protracta,Nevada ,38.8026097,-116.419389,,1
T_protracta,Utah ,39.3209801,-111.0937311,,1
T_protracta,Sonora ,29.2972247,-110.3308814,,1
T_protracta,Sinaloa ,25.1721091,-107.4795173,,1
T_protracta,Baja California Norte ,19.3637565,-99.0768922,,1
T_protracta,Tamaulipas ,24.26694,-98.8362755,,1
T_protracta,San Luis Potosi ,22.1564699,-100.9855409,,1
T_protracta,Zacatecas ,22.7708555,-102.5832426,,1
T_protracta,Nuevo Leí_n ,25.592172,-99.9961947,,1
T_protracta,Durango ,24.0277202,-104.6531759,,1
T_protracta,Chihuahua ,28.6329957,-106.0691004,,1
T_protracta,Coahuila ,27.058676,-101.7068294,,1
T_protracta,Ponto 18 ,14.6473684,-90.2197266,,0
T_protracta,Ponto 19 ,14.5623177,-86.5283203,,0
T_protracta,Ponto 20 ,13.4537372,-84.5068359,,0
T_protracta,Ponto 21 ,12.4258478,-86.1767578,,0
T_protracta,Ponto 22 ,10.6174181,-84.3310547,,0
T_protracta,Ponto 23 ,39.5379397,-87.8027344,,0
T_protracta,Ponto 24 ,43.7710938,-84.3310547,,0
T_protracta,Ponto 25 ,41.7057285,-75.6738281,,0
T_protracta,Ponto 26 ,40.1788733,-77.7392578,,0
T_protracta,Ponto 27 ,38.0307857,-78.6181641,,0
T_pseudomaculata,State of Alagoas ,-9.57131,-36.78195,765.7,1
T_pseudomaculata,State of Bahia ,-12.57974,-41.70073,2969.5,1
T_pseudomaculata,Brasí_lia ,-15.79423,-47.88217,3580,1
T_pseudomaculata,State of Cearíç ,-5.4984,-39.32062,613.3,1
T_pseudomaculata,State of Goiíçs ,-15.82704,-49.83622,2282.4,1
T_pseudomaculata,State of Minas Gerais ,-18.51218,-44.55503,2164.4,1
T_pseudomaculata,State of Paraí_ba ,-7.23996,-36.78195,1794.8,1
T_pseudomaculata,State of Pernambuco ,-8.81372,-36.95411,1478.3,1
T_pseudomaculata,State of Piauí_ ,-7.71834,-42.72892,911.4,1
T_pseudomaculata,State of Rio Grande do Norte ,-5.40258,-36.95411,179,1
T_pseudomaculata,State of Maranhí£o ,-4.96095,-45.27442,666.8,1
T_pseudomaculata,State of Sergipe ,-10.57409,-37.38566,791.8,1
T_pseudomaculata,State of Mato Grosso do Sul ,-20.77223,-54.78515,1646.1,1
T_pseudomaculata,Federal District ,-15.82669,-47.92182,3552.6,1
T_pseudomaculata,State of Mato Grosso ,-12.68187,-56.9211,1044,1
T_pseudomaculata,State of Tocantins ,-10.17528,-48.29825,983.2,1
T_pseudomaculata,Ponto 17 ,0.70311,-61.96289,173.7,0
T_pseudomaculata,Ponto 18 ,-0.52734,-67.67578,265.7,0
T_pseudomaculata,Ponto 19 ,-5.26601,-70.66406,480.5,0
T_pseudomaculata,Ponto 20 ,-8.84165,-71.80664,851.1,0
T_pseudomaculata,Ponto 21 ,-12.29707,-69.43359,862.9,0
T_pseudomaculata,Ponto 22 ,-15.62304,-66.97266,4952.5,0
T_pseudomaculata,Ponto 23 ,-24.36711,-63.98437,1148.3,0
T_pseudomaculata,Ponto 24 ,-26.6671,-60.73242,332.1,0
T_pseudomaculata,Ponto 25 ,-31.65338,-57.2168,388.6,0
T_pseudomaculata,Ponto 26 ,-36.17336,-60.73242,272.3,0
T_recurva,Arizona ,34.04893,-111.09373,5034.7,1
T_recurva,Nayarit ,21.75138,-104.84546,1152,1
T_recurva,Sinaloa ,25.17211,-107.47952,1140,1
T_recurva,Sonora ,29.29722,-110.33088,1630.1,1
T_recurva,Chihuahua ,28.633,-106.0691,4689.1,1
T_recurva,Ponto 6 ,35.13788,-89.42871,449.1,0
T_recurva,Ponto 7 ,33.83392,-86.30859,554.7,0
T_recurva,Ponto 8 ,33.65121,-83.4082,524.1,0
T_recurva,Ponto 9 ,32.99024,-87.62695,205.4,0
T_recurva,Ponto 10 ,34.66936,-91.71387,202.1,0
T_recurva,Ponto 11 ,16.38339,-89.38477,1709.1,0
T_recurva,Ponto 12 ,13.83808,-87.45117,1657.6,0
T_recurva,Ponto 13 ,13.41099,-84.11133,82,0
T_recurva,Ponto 14 ,10.22844,-84.28711,4486.6,0
T_recurva,Ponto 15 ,12.38293,-84.66064,343.2,0
T_rubida,New Mexico ,34.51994,-105.87009,6291.7,1
T_rubida,Arizona ,34.04893,-111.09373,5034.7,1
T_rubida,Texas ,31.9686,-99.90181,1873.4,1
T_rubida,California ,36.77826,-119.41793,475.2,1
T_rubida,Baja California Norte ,32.46996,-116.97439,682.7,1
T_rubida,Baja California Sur ,26.04444,-111.66607,1720.9,1
T_rubida,Sonora ,29.29722,-110.33088,1630.1,1
T_rubida,Sinaloa ,25.17211,-107.47952,1140,1
T_rubida,Nayarit ,21.75138,-104.84546,1152,1
T_rubida,Mocorito ,25.48135,-107.92059,282.5,1
T_rubida,San Martí_n de Hidalgo ,20.4382,-103.9318,4292.5,1
T_rubida,Heroica Veracruz ,19.17377,-96.13422,45.2,1
T_rubida,Ponto 13 ,40.9799,-92.19727,782.3,0
T_rubida,Ponto 14 ,39.36828,-93.33984,726.6,0
T_rubida,Ponto 15 ,39.16414,-86.48437,840.2,0
T_rubida,Ponto 16 ,37.85751,-84.63867,791,0
T_rubida,Ponto 17 ,36.17336,-86.92383,561.3,0
T_rubida,Ponto 18 ,14.68988,-90.79102,5890,0
T_rubida,Ponto 19 ,15.28419,-84.72656,317.6,0
T_rubida,Ponto 20 ,11.09217,-83.93555,90.5,0
T_rubida,Ponto 21 ,31.35364,-84.63867,234.5,0
T_rubida,Ponto 22 ,34.16182,-82.35352,583.3,0
T_rubrovaria,Misiones Province ,-27.42693,-55.94671,468.2,1
T_rubrovaria,Corrientes Province ,-27.50485,-58.78043,207,1
T_rubrovaria,Entre Rios ,-31.77467,-60.49565,274.8,1
T_rubrovaria,State of Rio Grande do Sul ,-30.03463,-51.2177,62.1,1
T_rubrovaria,State of Paran’ç ,-25.25209,-52.02154,2514.8,1
T_rubrovaria,Uruguay ,-32.52278,-55.76584,290.9,1
T_rubrovaria,Ca’_apava do Sul ,-30.51483,-53.48322,1421.8,1
T_rubrovaria,Quevedos ,-29.2971,-54.04122,1141.5,1
T_rubrovaria,Piratini ,-31.44779,-53.09783,1042.5,1
T_rubrovaria,Cangu’_u ,-31.39648,-52.67879,1282.7,1
T_rubrovaria,Pinheiro Machado ,-31.57587,-53.38066,1407.5,1
T_rubrovaria,Ponto 12 ,-10.96276,-57.43652,897,0
T_rubrovaria,Ponto 13 ,-7.53676,-56.11816,830.7,0
T_rubrovaria,Ponto 14 ,-7.31888,-51.72363,806.8,0
T_rubrovaria,Ponto 15 ,-8.36369,-51.24023,946.6,0
T_rubrovaria,Ponto 16 ,-10.22844,-60.07324,579.8,0
T_rubrovaria,Ponto 17 ,-8.4941,-46.09863,1863.5,0
T_rubrovaria,Ponto 18 ,-9.70906,-47.15332,1042.8,0
T_rubrovaria,Ponto 19 ,-5.74717,-65.78613,320.8,0
T_rubrovaria,Ponto 20 ,-3.77656,-48.55957,318.1,0
T_rubrovaria,Ponto 21 ,-11.48002,-44.38477,1420.6,0
T_sanguisuga,Alabama ,32.31823,-86.9023,214.7,1
T_sanguisuga,Arizona ,34.04893,-111.09373,5034.7,1
T_sanguisuga,Arkansas ,35.20105,-91.83183,464,1
T_sanguisuga,Florida ,27.66483,-81.51575,94.2,1
T_sanguisuga,Georgia ,32.16562,-82.90008,259.9,1
T_sanguisuga,Cumberland Island ,30.85328,-81.43889,20.4,1
T_sanguisuga,Sapelo Island ,31.39745,-81.27871,29.3,1
T_sanguisuga,Illinois ,40.63312,-89.39853,827.1,1
T_sanguisuga,Indiana ,40.26719,-86.1349,897.3,1
T_sanguisuga,Kansas ,39.0119,-98.48425,1524.5,1
T_sanguisuga,Kentucky ,37.83933,-84.27002,779.9,1
T_sanguisuga,Louisiana ,30.9843,-91.96233,43.7,1
T_sanguisuga,New Orleans ,29.95107,-90.07153,1.7,1
T_sanguisuga,Orleans Parish ,30.11269,-89.88793,0.1,1
T_sanguisuga,Maryland ,39.04575,-76.64127,118.3,1
T_sanguisuga,Mississippi ,32.35467,-89.39853,446.1,1
T_sanguisuga,Missouri ,37.96425,-91.83183,998.4,1
T_sanguisuga,North Carolina ,35.75957,-79.0193,219.3,1
T_sanguisuga,South Carolina ,33.83608,-81.16372,449.7,1
T_sanguisuga,Ohio ,40.41729,-82.90712,987.7,1
T_sanguisuga,Oklahoma ,35.00775,-97.09288,1089.6,1
T_sanguisuga,Pennsylvania ,41.20332,-77.19452,579.3,1
T_sanguisuga,Tennessee ,35.51749,-86.58045,715.1,1
T_sanguisuga,Texas ,31.9686,-99.90181,1873.4,1
T_sanguisuga,Virginia ,37.43157,-78.65689,700.9,1
T_sanguisuga,Ponto 27 ,41.37681,-114.60937,5585.8,0
T_sanguisuga,Ponto 28 ,43.38908,-109.37988,6832.3,0
T_sanguisuga,Ponto 29 ,45.3058,-118.47656,4116.1,0
T_sanguisuga,Ponto 30 ,46.92026,-109.73145,4182.7,0
T_sanguisuga,Ponto 31 ,47.15984,-104.63379,2236.9,0
T_sanguisuga,Ponto 32 ,46.34693,-102.6123,2591.5,0
T_sanguisuga,Ponto 33 ,46.73986,-112.80762,6498,0
T_sanguisuga,Ponto 34 ,42.81152,-117.46582,4039.4,0
T_sanguisuga,Ponto 35 ,45.08904,-101.82129,2454.8,0
T_sanguisuga,Ponto 36 ,47.66539,-96.85547,857.3,0
T_sinaloensis,Sinaloa ,25.17211,-107.47952,1140,1
T_sinaloensis,Sonora ,29.29722,-110.33088,1630.1,1
T_sinaloensis,Ponto 3 ,31.09057,-94.43848,170.7,0
T_sinaloensis,Ponto 4 ,32.80574,-91.58203,96.1,0
T_sinaloensis,Ponto 5 ,35.17381,-95.31738,637.6,0
T_sinaloensis,Ponto 6 ,36.48948,-89.99958,277.9,0
T_sinaloensis,Ponto 7,45.3367,-119.09179,2948.5,0
T_sinaloensis,Ponto 8,46.25584,-111.35742,4487.1,0
T_sinaloensis,Ponto 9,50.84757,-103.88671,1911.4,0
T_sinaloensis,Ponto 10,49.2678,-98.52539,1581.4,0
T_sinaloensis,Ponto 11,44.46515,-94.83398,1012.2,0
T_sinaloensis,Ponto 12,43.51668,-89.82421,1116.1,0
T_sordida,Misiones Province ,-27.42693,-55.94671,468.2,1
T_sordida,Corrientes Province ,-27.50485,-58.78043,207,1
T_sordida,San Luis del Palmar ,-27.51131,-58.55673,210,1
T_sordida,San Roque ,-28.57468,-58.70913,212.9,1
T_sordida,Santa Fe Province ,-31.58551,-60.7238,73,1
T_sordida,Rí_o Hondo ,-27.58468,-64.95344,899,1
T_sordida,La Rioja Province ,-29.41938,-66.85599,1684.2,1
T_sordida,Gí_emes ,-27.22303,-61.18303,325.8,1
T_sordida,San Miguel ,-26.38333,-64.7,1772.7,1
T_sordida,Patií±o ,-24.83346,-60.02595,390.8,1
T_sordida,Piraní© ,-25.73178,-59.10687,284.2,1
T_sordida,Cochabamba Department ,-16.86375,-65.47574,842,1
T_sordida,Quillacollo ,-17.39425,-66.27242,8391.7,1
T_sordida,La Paz Department ,-15.08924,-68.52471,4439.1,1
T_sordida,Inquisivi ,-16.90494,-67.13731,8912.9,1
T_sordida,Apolo ,-14.71923,-68.41144,4756.6,1
T_sordida,Santa Cruz ,-16.7476,-62.0751,1206,1
T_sordida,Izozog ,-19.4,-62.75,1460,1
T_sordida,Cotoca ,-17.77272,-62.87352,1089,1
T_sordida,Beni Department ,-14.37827,-65.09578,506.2,1
T_sordida,Tarija Department ,-21.58316,-63.95861,5664.7,1
T_sordida,State of Bahia ,-12.57974,-41.70073,2969.5,1
T_sordida,State of Goiíçs ,-15.82704,-49.83622,2282.4,1
T_sordida,State of Mato Grosso ,-12.68187,-56.9211,1044,1
T_sordida,State of Mato Grosso do Sul ,-20.77223,-54.78515,1646.1,1
T_sordida,Sí£o Josí© do Povo ,-16.46526,-54.25358,916.7,1
